model,scenario,chemical_name,n_samples,n_valid_positions,absolute_rmse,raw_fc_pcc,raw_fc_direction_accuracy,matched_control_rmse,rmse_gain_vs_matched_control
D2 seed1,val_strain_only,Cisplatin,72,256795,0.750285267829895,0.23195493007708304,0.5810043030432835,0.3453108072280884,-0.40497446060180664
D2 seed1,val_strain_only,Clomiphene citrate,24,87849,0.7240522503852844,0.2559231187072064,0.583421552891894,0.340463787317276,-0.3835884630680084
D2 seed1,val_strain_only,Clotrimazole,24,91638,0.7155227065086365,0.30704963534911034,0.6047382090399179,0.378872275352478,-0.33665043115615845
D2 seed1,val_strain_only,Cyclopiazonic acid,24,73547,0.8944665193557739,0.33725620414876073,0.6072171536568453,0.6291213035583496,-0.2653452157974243
D2 seed1,val_strain_only,Desipramine hydrochloride,23,87358,0.7081710696220398,0.33670976549862264,0.6187870601433183,0.39586612582206726,-0.31230494379997253
D2 seed1,val_strain_only,Dyclonine hydrochloride,13,49963,0.701744556427002,0.2800572165500473,0.5979424774333006,0.35048073530197144,-0.3512638211250305
D2 seed1,val_strain_only,EDTA,144,518606,0.7500123977661133,0.25353814734303487,0.5854984323359159,0.35599082708358765,-0.39402157068252563
D2 seed1,val_strain_only,Emodin,24,86728,0.7269639372825623,0.2729570474600316,0.5955400793284752,0.4034174680709839,-0.32354646921157837
D2 seed1,val_strain_only,Geldanamycin,24,87891,0.7212356328964233,0.2514884706135507,0.5883310008988406,0.3497157692909241,-0.37151986360549927
D2 seed1,val_strain_only,Haloperidol,24,91401,0.7105388641357422,0.312404988941581,0.6158357129571886,0.3767552673816681,-0.3337835967540741
D2 seed1,val_strain_only,Harmine hydrochloride,24,86918,0.7539424300193787,0.21845074358235123,0.5798453714995743,0.43227535486221313,-0.3216670751571655
D2 seed1,val_strain_only,Hoechst 33258,23,83761,0.8279247879981995,0.25098348183083696,0.5888181850741993,0.6847280859947205,-0.143196702003479
D2 seed1,val_strain_only,LY 294002 hydrochloride,24,88180,0.7324000597000122,0.2642644391116468,0.5941823542753459,0.442640095949173,-0.28975996375083923
D2 seed1,val_strain_only,NaCl,72,254240,0.8024784922599792,0.16740135698807873,0.5712987728130899,0.4323720932006836,-0.37010639905929565
D2 seed1,val_strain_only,Nigericin,24,89166,0.7180715203285217,0.30552454955413,0.6119821456609021,0.5036889910697937,-0.21438252925872803
D2 seed1,val_strain_only,Nocodazole,24,84550,0.7300229668617249,0.2573340046325773,0.5860910703725606,0.4053686261177063,-0.32465434074401855
D2 seed1,val_strain_only,Nystatin dihydrate,24,87755,0.7077881097793579,0.3401462268097291,0.6281579397185345,0.5283347964286804,-0.1794533133506775
D2 seed1,val_strain_only,Oligomycin,24,78659,0.7792153358459473,0.2900713505777961,0.5997660788975196,0.5178152322769165,-0.26140010356903076
D2 seed1,val_strain_only,Parthenolide,24,88568,0.7311399579048157,0.3209287821186432,0.6150980037936953,0.4310588538646698,-0.3000811040401459
D2 seed1,val_strain_only,Rapamycin,72,259073,0.7896240949630737,0.17318177906262194,0.5578389102685344,0.3784373700618744,-0.41118672490119934
D2 seed1,val_strain_only,SDS,72,255928,0.7679715156555176,0.21174772600491207,0.5715943546622487,0.35737958550453186,-0.4105919301509857
D2 seed1,val_strain_only,Sorbitol,72,253614,0.7868828177452087,0.2047954737113814,0.5808709298382582,0.43918493390083313,-0.3476978838443756
D2 seed1,val_strain_only,Staurosporine,24,91760,0.7118585705757141,0.300547802944577,0.6095466434176111,0.36498501896858215,-0.34687355160713196
D2 seed1,val_strain_only,Trichostatin A,24,87658,0.7439025044441223,0.25464453143991655,0.5846927833169819,0.4485454857349396,-0.29535701870918274
D2 seed1,val_strain_only,Trifluoperazine dihydrochloride,24,91600,0.713564395904541,0.31938927860763167,0.6157314410480349,0.39752334356307983,-0.3160410523414612
D2 seed1,val_strain_only,Tunicamycin,24,87789,0.7230256795883179,0.25506730595489435,0.5965667680461105,0.38615918159484863,-0.33686649799346924
D2 seed1,val_strain_only,U-73122,24,91663,0.713505208492279,0.27566827552823037,0.593129179712643,0.36856386065483093,-0.3449413478374481
D2 seed1,val_strain_only,Valinomycin,24,87445,0.7332055568695068,0.22352765692381668,0.5762936703070501,0.3564397096633911,-0.3767658472061157
D2 seed1,val_strain_only,Wortmannin,24,90466,0.7163211107254028,0.3118696750741308,0.6107930051068909,0.5026594400405884,-0.21366167068481445
D2 seed2,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.7018860578536987,0.25493538736735505,0.5825383421581157,0.34805646538734436,-0.35382959246635437
D2 seed2,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.705349862575531,0.2530248595806979,0.5846284874847811,0.35278311371803284,-0.35256674885749817
D2 seed2,val_strain_only,4-Hydroxytamoxifen,24,87104,0.822168231010437,0.30346233934577405,0.5968267817781043,0.4519001245498657,-0.3702681064605713
D2 seed2,val_strain_only,Amiodarone hydrochloride,23,73670,0.8544449210166931,0.2746658491837607,0.5724175376679789,0.5889292359352112,-0.26551568508148193
D2 seed2,val_strain_only,Anisomycin,48,183200,0.6977738738059998,0.30558264587364437,0.6033842794759825,0.37533098459243774,-0.322442889213562
D2 seed2,val_strain_only,Artemisinin,24,87987,0.7139667272567749,0.1919711649296594,0.5611851750826826,0.3194447159767151,-0.3945220112800598
D2 seed2,val_strain_only,Brefeldin A,48,179607,0.7018377184867859,0.27544738954989917,0.5972985462704683,0.3586706817150116,-0.3431670367717743
D2 seed2,val_strain_only,CHX,51,179518,0.7365569472312927,0.2698262943745523,0.5916454060317071,0.4087584316730499,-0.3277985155582428
D2 seed2,val_strain_only,Cisplatin,72,256795,0.7405878305435181,0.23426009079327914,0.5799295157615997,0.3453108072280884,-0.3952770233154297
D2 seed2,val_strain_only,Clomiphene citrate,24,87849,0.6968715786933899,0.27305311681543654,0.587337362975105,0.340463787317276,-0.3564077913761139
D2 seed2,val_strain_only,Clotrimazole,24,91638,0.69468092918396,0.32331281505878173,0.6101508107990135,0.378872275352478,-0.31580865383148193
D2 seed2,val_strain_only,Cyclopiazonic acid,24,73547,0.8521201610565186,0.37976358054328024,0.6230709614260269,0.6291213035583496,-0.22299885749816895
D2 seed2,val_strain_only,Desipramine hydrochloride,23,87358,0.6840780973434448,0.353383515940837,0.6216717415691752,0.39586612582206726,-0.28821197152137756
D2 seed2,val_strain_only,Dyclonine hydrochloride,13,49963,0.6757742166519165,0.2962930203283416,0.6027060024418069,0.35048073530197144,-0.32529348134994507
D2 seed2,val_strain_only,EDTA,144,518606,0.7447761297225952,0.2595598805135395,0.5892160908281046,0.35599082708358765,-0.38878530263900757
D2 seed2,val_strain_only,Emodin,24,86728,0.6967273354530334,0.2932854644303872,0.5999331242505304,0.4034174680709839,-0.29330986738204956
D2 seed2,val_strain_only,Geldanamycin,24,87891,0.703579843044281,0.257194839463477,0.5842350183750327,0.3497157692909241,-0.35386407375335693
D2 seed2,val_strain_only,Haloperidol,24,91401,0.6938774585723877,0.3182686634773177,0.6139429546722683,0.3767552673816681,-0.3171221911907196
D2 seed2,val_strain_only,Harmine hydrochloride,24,86918,0.7399924993515015,0.21423792688346208,0.5708138705446513,0.43227535486221313,-0.30771714448928833
D2 seed2,val_strain_only,Hoechst 33258,23,83761,0.7991251349449158,0.29829056152399847,0.6011389548835376,0.6847280859947205,-0.11439704895019531
D2 seed2,val_strain_only,LY 294002 hydrochloride,24,88180,0.7138853669166565,0.28562538947196875,0.5991381265593105,0.442640095949173,-0.2712452709674835
D2 seed2,val_strain_only,NaCl,72,254240,0.7922945022583008,0.1711128412569497,0.5683173379483952,0.4323720932006836,-0.3599224090576172
D2 seed2,val_strain_only,Nigericin,24,89166,0.6920704245567322,0.34896904158057723,0.6240831707152951,0.5036889910697937,-0.18838143348693848
D2 seed2,val_strain_only,Nocodazole,24,84550,0.7102168798446655,0.27544577511172946,0.5913897102306328,0.4053686261177063,-0.30484825372695923
D2 seed2,val_strain_only,Nystatin dihydrate,24,87755,0.6808254718780518,0.3855411078726831,0.6382998119765255,0.5283347964286804,-0.15249067544937134
D2 seed2,val_strain_only,Oligomycin,24,78659,0.74280846118927,0.2934768334872345,0.6005542913080512,0.5178152322769165,-0.22499322891235352
D2 seed2,val_strain_only,Parthenolide,24,88568,0.6874825358390808,0.3367910570561083,0.6219853671755036,0.4310588538646698,-0.256423681974411
D2 seed2,val_strain_only,Rapamycin,72,259073,0.7811017632484436,0.1744883328100159,0.5605987501592216,0.3784373700618744,-0.4026643931865692
D2 seed2,val_strain_only,SDS,72,255928,0.7602033615112305,0.21233628629713733,0.5714028945640961,0.35737958550453186,-0.4028237760066986
D2 seed2,val_strain_only,Sorbitol,72,253614,0.7697136998176575,0.21552553116723364,0.5777244158445511,0.43918493390083313,-0.33052876591682434
D2 seed2,val_strain_only,Staurosporine,24,91760,0.6935831308364868,0.3141042474199737,0.6101024411508282,0.36498501896858215,-0.32859811186790466
D2 seed2,val_strain_only,Trichostatin A,24,87658,0.727433443069458,0.25792853683889466,0.5816240388783682,0.4485454857349396,-0.27888795733451843
D2 seed2,val_strain_only,Trifluoperazine dihydrochloride,24,91600,0.6939688324928284,0.33129722834464176,0.6158951965065502,0.39752334356307983,-0.29644548892974854
D2 seed2,val_strain_only,Tunicamycin,24,87789,0.7193220853805542,0.24948153840753337,0.5863718689129618,0.38615918159484863,-0.33316290378570557
D2 seed2,val_strain_only,U-73122,24,91663,0.7023964524269104,0.2842683234651013,0.5944492325147551,0.36856386065483093,-0.33383259177207947
D2 seed2,val_strain_only,Valinomycin,24,87445,0.7078326940536499,0.24283577267021766,0.5810509463091086,0.3564397096633911,-0.3513929843902588
D2 seed2,val_strain_only,Wortmannin,24,90466,0.6906216740608215,0.35659599780536605,0.6196029447527248,0.5026594400405884,-0.18796223402023315
S1 C seed1,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.6682506799697876,0.2631918010074562,0.5959809202117948,0.34805646538734436,-0.32019421458244324
S1 C seed1,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.6714518666267395,0.26186079883779495,0.5926766392107324,0.35278311371803284,-0.31866875290870667
S1 C seed1,val_strain_only,4-Hydroxytamoxifen,24,87104,0.6830433011054993,0.31657824693679004,0.6116022226304189,0.4519001245498657,-0.23114317655563354
S1 C seed1,val_strain_only,Amiodarone hydrochloride,23,73670,0.7556419968605042,0.2588655777323889,0.5846206054024705,0.5889292359352112,-0.16671276092529297
S1 C seed1,val_strain_only,Anisomycin,48,183200,0.6624906659126282,0.32054140908620854,0.6146015283842795,0.37533098459243774,-0.28715968132019043
S1 C seed1,val_strain_only,Artemisinin,24,87987,0.6836491823196411,0.19487161687693874,0.5661404525668565,0.3194447159767151,-0.364204466342926
S1 C seed1,val_strain_only,Brefeldin A,48,179607,0.6698042154312134,0.2855204361380303,0.6021090492018685,0.3586706817150116,-0.3111335337162018
S1 C seed1,val_strain_only,CHX,51,179518,0.7400912642478943,0.2820838558300366,0.5982074220969485,0.4087584316730499,-0.33133283257484436
S1 C seed1,val_strain_only,Cisplatin,72,256795,0.7503287196159363,0.2385896088520766,0.5813664596273292,0.3453108072280884,-0.4050179123878479
S1 C seed1,val_strain_only,Clomiphene citrate,24,87849,0.6630606055259705,0.27889248318187937,0.5951462168038338,0.340463787317276,-0.32259681820869446
S1 C seed1,val_strain_only,Clotrimazole,24,91638,0.6592847108840942,0.3418520976862076,0.6182260634234706,0.378872275352478,-0.2804124355316162
S1 C seed1,val_strain_only,Cyclopiazonic acid,24,73547,0.7615618705749512,0.2993128317021839,0.6094606170204088,0.6291213035583496,-0.13244056701660156
S1 C seed1,val_strain_only,Desipramine hydrochloride,23,87358,0.6578729152679443,0.35346558163353914,0.6276013645001031,0.39586612582206726,-0.2620067894458771
S1 C seed1,val_strain_only,Dyclonine hydrochloride,13,49963,0.6435343027114868,0.3200637021576194,0.6171366811440466,0.35048073530197144,-0.2930535674095154
S1 C seed1,val_strain_only,EDTA,144,518606,0.7495337724685669,0.2571977826993605,0.5844552511926202,0.35599082708358765,-0.39354294538497925
S1 C seed1,val_strain_only,Emodin,24,86728,0.6669713854789734,0.30116386002096496,0.610460289641177,0.4034174680709839,-0.2635539174079895
S1 C seed1,val_strain_only,Geldanamycin,24,87891,0.6711758971214294,0.26754276132014065,0.5952145270846845,0.3497157692909241,-0.32146012783050537
S1 C seed1,val_strain_only,Haloperidol,24,91401,0.6591059565544128,0.33399127096074743,0.6215905734072932,0.3767552673816681,-0.28235068917274475
S1 C seed1,val_strain_only,Harmine hydrochloride,24,86918,0.7083728313446045,0.2251020062340527,0.5810188913688764,0.43227535486221313,-0.27609747648239136
S1 C seed1,val_strain_only,Hoechst 33258,23,83761,0.819290816783905,0.24216384314798237,0.58044913503898,0.6847280859947205,-0.13456273078918457
S1 C seed1,val_strain_only,LY 294002 hydrochloride,24,88180,0.6805326342582703,0.30296808017411275,0.6115559083692447,0.442640095949173,-0.2378925383090973
S1 C seed1,val_strain_only,NaCl,72,254240,0.798992395401001,0.18304241624272255,0.5720696979232222,0.4323720932006836,-0.3666203022003174
S1 C seed1,val_strain_only,Nigericin,24,89166,0.6920891404151917,0.3180886495213736,0.6120830809949981,0.5036889910697937,-0.18840014934539795
S1 C seed1,val_strain_only,Nocodazole,24,84550,0.6760693788528442,0.28730241790180727,0.6000354819633353,0.4053686261177063,-0.27070075273513794
S1 C seed1,val_strain_only,Nystatin dihydrate,24,87755,0.6731666326522827,0.3746190012565054,0.6338214346760869,0.5283347964286804,-0.1448318362236023
S1 C seed1,val_strain_only,Oligomycin,24,78659,0.7148744463920593,0.27487779506450005,0.6033766002618899,0.5178152322769165,-0.19705921411514282
S1 C seed1,val_strain_only,Parthenolide,24,88568,0.6569339632987976,0.34717555100550496,0.6306227983018697,0.4310588538646698,-0.2258751094341278
S1 C seed1,val_strain_only,Rapamycin,72,259073,0.7842124700546265,0.1899413401279812,0.5614672312437035,0.3784373700618744,-0.4057750999927521
S1 C seed1,val_strain_only,SDS,72,255928,0.7640052437782288,0.21781118662353388,0.5695898846550592,0.35737958550453186,-0.4066256582736969
S1 C seed1,val_strain_only,Sorbitol,72,253614,0.7791789174079895,0.2299592826301396,0.5858903688282192,0.43918493390083313,-0.33999398350715637
S1 C seed1,val_strain_only,Staurosporine,24,91760,0.6591993570327759,0.33143283666787393,0.6191150828247602,0.36498501896858215,-0.2942143380641937
S1 C seed1,val_strain_only,Trichostatin A,24,87658,0.6998899579048157,0.2636431431321737,0.587647448036688,0.4485454857349396,-0.2513444721698761
S1 C seed1,val_strain_only,Trifluoperazine dihydrochloride,24,91600,0.662285327911377,0.34183764520335264,0.624061135371179,0.39752334356307983,-0.2647619843482971
S1 C seed1,val_strain_only,Tunicamycin,24,87789,0.676684558391571,0.2732322906170549,0.5987766121040221,0.38615918159484863,-0.2905253767967224
S1 C seed1,val_strain_only,U-73122,24,91663,0.666696310043335,0.3024700239144919,0.6070170079530454,0.36856386065483093,-0.29813244938850403
S1 C seed1,val_strain_only,Valinomycin,24,87445,0.6761162877082825,0.25180546290609657,0.5888844416490365,0.3564397096633911,-0.31967657804489136
S1 C seed1,val_strain_only,Wortmannin,24,90466,0.6935805082321167,0.3271761957916607,0.6111467291579157,0.5026594400405884,-0.19092106819152832
S1 C seed2,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.7328782081604004,0.24017172946628293,0.5878674456819427,0.34805646538734436,-0.38482174277305603
S1 C seed2,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.7385467290878296,0.23708904938591716,0.5862747003378166,0.35278311371803284,-0.38576361536979675
S1 C seed2,val_strain_only,4-Hydroxytamoxifen,24,87104,0.7638614177703857,0.32523489791141413,0.6012927075679647,0.4519001245498657,-0.31196129322052
S1 C seed2,val_strain_only,Amiodarone hydrochloride,23,73670,0.7477535009384155,0.34267724182581455,0.5950997692412108,0.5889292359352112,-0.15882426500320435
S1 C seed2,val_strain_only,Anisomycin,48,183200,0.7294787168502808,0.2831539515158095,0.6060644104803493,0.37533098459243774,-0.354147732257843
S1 C seed2,val_strain_only,Artemisinin,24,87987,0.7499331831932068,0.17387716476368956,0.5625376476070328,0.3194447159767151,-0.4304884672164917
S1 C seed2,val_strain_only,Brefeldin A,48,179607,0.7373992204666138,0.25338099231323785,0.5953331440311347,0.3586706817150116,-0.3787285387516022
S1 C seed2,val_strain_only,CHX,51,179518,0.7467975616455078,0.2735448249359308,0.594892991232077,0.4087584316730499,-0.3380391299724579
S1 C seed2,val_strain_only,Cisplatin,72,256795,0.7441746592521667,0.24518651652813703,0.5890846784400008,0.3453108072280884,-0.39886385202407837
S1 C seed2,val_strain_only,Clomiphene citrate,24,87849,0.7263177633285522,0.25697585907142695,0.5921524433971929,0.340463787317276,-0.38585397601127625
S1 C seed2,val_strain_only,Clotrimazole,24,91638,0.7298738956451416,0.3016431424664717,0.6087649228486,0.378872275352478,-0.3510016202926636
S1 C seed2,val_strain_only,Cyclopiazonic acid,24,73547,0.7564592361450195,0.4565508563190244,0.643194147959808,0.6291213035583496,-0.12733793258666992
S1 C seed2,val_strain_only,Desipramine hydrochloride,23,87358,0.7211619019508362,0.31565479255583145,0.6163373703610431,0.39586612582206726,-0.3252957761287689
S1 C seed2,val_strain_only,Dyclonine hydrochloride,13,49963,0.7100526094436646,0.29090694456087335,0.6074695274503132,0.35048073530197144,-0.3595718741416931
S1 C seed2,val_strain_only,EDTA,144,518606,0.7554413080215454,0.2505329765665969,0.5871432262642545,0.35599082708358765,-0.39945048093795776
S1 C seed2,val_strain_only,Emodin,24,86728,0.7321957349777222,0.2649248148127748,0.603715063186053,0.4034174680709839,-0.3287782669067383
S1 C seed2,val_strain_only,Geldanamycin,24,87891,0.7386996150016785,0.24386215230791003,0.5847925271074399,0.3497157692909241,-0.3889838457107544
S1 C seed2,val_strain_only,Haloperidol,24,91401,0.72957843542099,0.29130903614653364,0.6114922156212733,0.3767552673816681,-0.3528231680393219
S1 C seed2,val_strain_only,Harmine hydrochloride,24,86918,0.76787269115448,0.206313354179111,0.5773487655031179,0.43227535486221313,-0.33559733629226685
S1 C seed2,val_strain_only,Hoechst 33258,23,83761,0.7867368459701538,0.3193777498692778,0.6139253351798569,0.6847280859947205,-0.10200875997543335
S1 C seed2,val_strain_only,LY 294002 hydrochloride,24,88180,0.7408970594406128,0.2708145414233412,0.6093445225674756,0.442640095949173,-0.2982569634914398
S1 C seed2,val_strain_only,NaCl,72,254240,0.795252799987793,0.1816082187350659,0.5759518565135305,0.4323720932006836,-0.3628807067871094
S1 C seed2,val_strain_only,Nigericin,24,89166,0.7137476801872253,0.3358406081550056,0.6285243254155172,0.5036889910697937,-0.21005868911743164
S1 C seed2,val_strain_only,Nocodazole,24,84550,0.7551062107086182,0.24259633702097327,0.5842933175635718,0.4053686261177063,-0.34973758459091187
S1 C seed2,val_strain_only,Nystatin dihydrate,24,87755,0.6926417946815491,0.3825431663112171,0.6468463335422483,0.5283347964286804,-0.16430699825286865
S1 C seed2,val_strain_only,Oligomycin,24,78659,0.7805059552192688,0.2627078306471769,0.6063387533530811,0.5178152322769165,-0.2626907229423523
S1 C seed2,val_strain_only,Parthenolide,24,88568,0.7356247901916504,0.30481400941262377,0.622730557311896,0.4310588538646698,-0.3045659363269806
S1 C seed2,val_strain_only,Rapamycin,72,259073,0.7823690176010132,0.18146103345950204,0.5638449394572186,0.3784373700618744,-0.4039316475391388
S1 C seed2,val_strain_only,SDS,72,255928,0.7646063566207886,0.21625760804021682,0.5752125597824388,0.35737958550453186,-0.4072267711162567
S1 C seed2,val_strain_only,Sorbitol,72,253614,0.7646453976631165,0.23540129453153122,0.5873650508252699,0.43918493390083313,-0.3254604637622833
S1 C seed2,val_strain_only,Staurosporine,24,91760,0.7282523512840271,0.2929130690682391,0.6113993025283347,0.36498501896858215,-0.36326733231544495
S1 C seed2,val_strain_only,Trichostatin A,24,87658,0.752745509147644,0.2507151109971954,0.5841908325537886,0.4485454857349396,-0.30420002341270447
S1 C seed2,val_strain_only,Trifluoperazine dihydrochloride,24,91600,0.7283785939216614,0.30669898085962244,0.6181659388646288,0.39752334356307983,-0.33085525035858154
S1 C seed2,val_strain_only,Tunicamycin,24,87789,0.7457184195518494,0.2381713076744281,0.5887753590996594,0.38615918159484863,-0.35955923795700073
S1 C seed2,val_strain_only,U-73122,24,91663,0.7287516593933105,0.2715145815731759,0.6017149776900167,0.36856386065483093,-0.3601877987384796
S1 C seed2,val_strain_only,Valinomycin,24,87445,0.7415729761123657,0.22432799423020652,0.578969638058208,0.3564397096633911,-0.3851332664489746
S1 C seed2,val_strain_only,Wortmannin,24,90466,0.6950533986091614,0.358375633939089,0.630712090730219,0.5026594400405884,-0.192393958568573
S2C seed1,val_strain_only,"(1R, 2S, 5R) - (-) - Menthol",24,87632,0.6682506799697876,0.2631918010074562,0.5959809202117948,0.34805646538734436,-0.32019421458244324
S2C seed1,val_strain_only,1-10 Phenanthroline monohydrate,48,174947,0.6714518666267395,0.26186079883779495,0.5926766392107324,0.35278311371803284,-0.31866875290870667
S2C seed1,val_strain_only,4-Hydroxytamoxifen,24,87104,0.6830433011054993,0.31657824693679004,0.6116022226304189,0.4519001245498657,-0.23114317655563354
S2C seed1,val_strain_only,Amiodarone hydrochloride,23,73670,0.7556419968605042,0.2588655777323889,0.5846206054024705,0.5889292359352112,-0.16671276092529297
S2C seed1,val_strain_only,Anisomycin,48,183200,0.6624906659126282,0.32054140908620854,0.6146015283842795,0.37533098459243774,-0.28715968132019043
S2C seed1,val_strain_only,Artemisinin,24,87987,0.6836491823196411,0.19487161687693874,0.5661404525668565,0.3194447159767151,-0.364204466342926
